REG_STAT,DEATHS,ST_CASE,WGTCD_TR,L_STATE,L_TYPE,L_STATUS,PREV_ACC,PREV_OTH
40,0,320037,8,32,1,6,1,0
32,1,320038,,32,1,6,0,0
32,1,320039,,32,1,6,0,0
32,1,320040,,32,1,6,0,0
32,0,320040,1,32,1,6,1,0
32,0,320040,,32,1,6,0,0
32,0,320041,,32,1,6,1,0
32,1,320041,,32,0,0,99,99
32,0,320041,,32,1,6,3,0
32,0,320042,,32,1,6,0,0
32,1,320043,1,32,1,6,0,0
32,0,320043,,32,1,6,0,0
32,1,320044,,32,1,6,0,1
32,0,320044,2,99,9,9,99,99
32,0,320044,1,4,1,6,0,0
32,0,320045,,32,1,6,0,0
32,1,320046,,32,1,4,0,0
32,0,320047,2,32,1,6,0,0
4,0,320048,2,4,1,6,0,0
32,1,320048,,32,1,6,2,0
32,0,320049,,32,1,2,0,0
32,1,320049,,32,1,2,0,0
4,0,320049,,32,1,6,0,0
32,0,320050,,32,1,6,0,0
32,1,320050,,32,1,6,0,0
32,1,320051,,6,1,6,0,0
6,0,320051,,6,1,6,0,3
32,1,320052,,32,1,6,0,0
32,0,320052,,32,0,0,99,99
0,1,320053,,32,1,6,0,0
32,0,320053,2,32,1,6,0,0
92,1,320054,,6,1,6,0,0
32,0,320054,,32,1,6,0,0
32,1,320055,,32,0,0,99,99
32,0,320055,,32,1,6,0,0
32,0,320055,,32,1,6,0,0
4,0,320056,,32,0,0,99,99
32,1,320056,,32,1,6,0,0
32,0,320056,,32,0,0,99,99
32,0,320056,,32,1,6,1,0
32,0,320057,,32,1,6,2,0
32,1,320057,,32,1,6,1,1
32,0,320057,,32,1,6,0,0
32,1,320058,,32,1,6,0,0
56,1,320059,,56,1,6,0,1
6,1,320060,,6,1,6,0,1
32,1,320061,,32,1,6,0,1
32,0,320061,,32,1,6,1,0
32,1,320062,,32,1,6,0,0
32,1,320063,,32,7,6,0,0
32,1,320064,,32,1,1,0,0
32,0,320064,,32,1,6,1,1
32,0,320065,1,32,1,6,2,0
99,0,320065,9,99,9,9,99,99
32,1,320066,,48,1,6,1,0
32,1,320067,,32,1,6,0,0
32,0,320067,,32,1,6,1,1
32,0,320068,,32,0,0,99,99
32,0,320069,8,32,1,6,0,0
32,0,320069,,32,1,6,0,0
32,1,320069,,32,1,6,2,0
32,0,320070,,32,1,6,0,0
32,0,320070,,32,1,6,0,0
32,1,320070,,32,1,6,0,0
32,1,320071,,32,1,6,0,0
32,0,320071,4,32,1,6,0,0
32,0,320072,,32,1,6,0,0
32,1,320072,,32,1,6,1,0
92,1,320073,,32,1,6,0,0
32,0,320073,2,99,9,9,99,99
49,0,320074,2,49,1,6,0,0
32,1,320075,,32,1,6,0,0
32,0,320075,6,32,1,6,0,0
48,1,320076,,6,1,6,0,0
6,0,320077,,6,9,9,99,99
99,0,320078,9,99,9,9,99,99
32,1,320079,,32,1,6,99,99
4,2,320080,2,4,1,1,0,0
32,1,320081,,32,1,6,0,0
32,0,320081,,32,1,6,0,0
32,0,320082,1,32,0,0,99,99
32,2,320082,,32,1,2,99,99
32,1,320083,,32,1,6,0,1
32,1,320084,,32,1,6,0,0
32,0,320084,2,32,1,6,0,0
32,1,320085,,32,1,6,0,0
32,0,320085,8,32,1,6,0,0
92,1,320086,9,32,1,1,2,1
32,0,320087,,32,1,6,0,0
32,0,320088,,32,1,6,0,0
48,0,320089,6,41,1,6,0,0
6,4,320089,,6,1,6,0,0
32,1,320090,,32,1,6,1,0
32,0,320091,,32,1,6,0,0
4,1,320092,,4,1,1,0,1
32,1,320093,9,32,1,6,0,0
32,0,320094,,32,1,6,0,0
16,1,320095,1,16,1,6,0,1
32,0,320096,,32,1,6,0,0
32,1,320096,1,32,1,1,3,0
32,0,320097,,32,1,6,0,0
32,1,320097,,32,1,6,0,0
32,1,320098,,32,1,6,0,3
32,1,320099,,32,1,6,0,0
32,1,320100,2,32,1,6,0,0
32,0,320101,2,32,1,6,0,0
32,1,320101,,32,1,6,0,0
32,1,320102,,32,1,6,0,0
32,1,320103,1,32,1,6,99,99
32,0,320103,,32,1,6,0,0
32,0,320104,2,32,1,6,0,0
32,1,320104,1,32,1,6,0,0
32,1,320105,,32,0,0,99,99
32,0,320106,,32,1,6,0,0
32,1,320107,1,6,1,6,0,0
32,0,320107,,32,1,6,0,0
32,0,320108,1,32,1,6,0,0
6,0,320109,1,6,1,6,0,0
32,1,320109,,32,1,6,0,0
6,1,320110,1,32,9,9,99,99
32,0,320110,,32,1,6,0,0
32,0,320110,,32,1,6,0,0
32,0,320110,2,32,1,6,1,0
32,1,320111,,32,1,1,99,99
32,0,320112,,32,1,6,0,0
32,1,320112,,32,1,6,0,0
32,0,320112,1,32,1,2,0,1
32,0,320113,1,32,0,0,99,99
32,1,320114,1,32,1,6,0,0
32,0,320114,2,32,1,6,1,0
32,1,320115,,32,0,0,99,99
6,0,320115,,32,0,0,99,99
32,1,320116,,32,1,6,0,0
32,0,320116,2,32,1,6,0,0
32,2,320117,,32,1,6,2,1
32,0,320118,1,32,1,6,1,0
32,0,320118,2,32,1,6,0,0
32,1,320118,,32,1,6,1,2
32,1,320119,,32,0,0,99,99
32,0,320119,2,32,1,6,0,0
32,1,320120,2,32,1,6,0,1
32,1,320121,2,32,1,6,0,0
32,0,320121,,32,1,6,0,0
32,0,320121,,32,1,6,0,0
32,1,320122,,32,1,6,0,0
41,6,320123,,16,1,6,0,0
6,0,320123,8,6,1,6,0,2
32,1,320124,,32,1,6,0,0
32,0,320124,8,32,1,6,1,0
32,1,320125,,32,1,6,3,0
92,1,320126,,6,1,6,0,0
32,1,320127,,32,0,0,99,99
32,0,320127,2,32,1,6,0,0
49,1,320128,,49,1,1,0,1
32,1,320129,,32,1,6,0,0
32,1,320129,,32,1,6,0,0
32,1,320130,,32,1,2,0,0
32,0,320131,2,32,1,6,0,0
32,1,320131,,32,1,6,0,0
32,1,320132,1,32,1,6,0,0
32,0,320132,3,32,1,6,0,0
32,1,320133,,32,1,1,0,0
32,1,320134,,32,0,0,0,0
32,1,320135,,32,0,0,99,99
32,0,320135,,32,1,6,99,99
32,0,320135,2,32,1,1,0,0
48,0,320136,3,48,1,6,0,0
32,1,320136,,32,0,0,0,0
49,1,320137,2,49,1,6,0,0
49,1,320138,1,49,0,0,99,99
16,2,320139,1,16,1,6,0,0
32,0,320140,,32,0,0,99,99
32,1,320140,,32,0,0,99,99
32,1,320141,,32,0,0,99,99
32,0,320141,8,6,1,6,99,99
32,1,320142,,32,1,6,0,0
32,0,320142,,32,1,6,0,0
92,1,320144,,32,0,0,99,99
32,0,320144,,4,1,6,0,0
32,0,320145,,32,1,6,2,0
49,4,320145,,49,0,0,99,99
32,1,320146,,32,1,6,0,0
32,0,320146,,32,1,6,4,0
6,1,320147,,6,1,6,0,0
32,1,320148,,32,1,6,1,1
32,0,320148,,32,1,6,0,0
4,1,320149,,4,1,6,0,0
32,1,320150,,32,1,6,0,0
37,1,320151,,37,1,6,0,0
32,1,320153,,32,1,6,0,0
32,0,320153,1,32,1,6,1,0
32,1,320154,2,32,1,1,0,1
32,1,320155,,32,1,6,0,0
32,0,320155,,32,1,6,0,0
32,0,320155,,32,1,6,0,0
32,0,320156,,32,1,6,0,0
32,1,320156,1,32,1,6,0,0
32,1,320157,,32,1,6,0,0
32,0,320157,,32,1,6,0,0
32,0,320157,,32,1,6,1,0
30,1,320158,,32,1,6,0,0
32,0,320158,,32,1,6,0,0
32,1,320159,,32,1,6,0,2
32,1,320159,,32,1,6,0,0
32,0,320160,1,32,1,6,2,0
32,0,320161,,32,1,6,0,0
44,1,320162,,44,1,6,0,0
32,3,320163,1,32,1,6,1,1
6,2,320164,,6,1,6,1,1
32,0,320164,2,32,1,6,0,0
32,1,320165,,32,1,6,0,0
92,1,320166,,32,1,6,0,0
32,0,320166,8,32,1,6,0,0
32,1,320167,,32,1,2,0,0
32,1,320168,1,32,1,2,1,0
32,1,320169,,32,1,6,0,0
32,1,320170,1,32,1,6,0,0
49,1,320171,1,32,1,6,0,0
92,1,320172,,32,1,6,0,0
0,2,320173,,32,1,6,0,0
32,0,320173,1,32,1,6,0,0
32,0,320174,,32,1,6,0,1
20,1,320174,,20,1,6,0,0
49,0,320174,,49,1,6,0,0
32,1,320175,1,32,0,0,99,99
32,1,320176,,17,1,6,0,1
6,1,320177,2,6,1,6,0,1
32,1,320178,,32,1,6,0,0
32,0,320178,2,32,1,6,1,1
99,0,320179,9,99,9,9,99,99
32,1,320179,,32,1,6,1,0
32,0,320180,,32,1,6,1,0
32,0,320181,,32,1,6,0,0
32,0,320181,2,32,1,6,1,0
32,0,320182,2,32,1,1,0,4
32,1,320182,,32,1,6,0,0
32,0,320182,,32,1,6,0,0
32,0,320183,2,32,1,6,0,0
32,1,320183,,32,1,6,0,0
53,1,320184,,53,1,6,0,0
32,0,320185,,32,1,6,1,0
32,1,320185,,32,1,6,0,0
92,0,320186,1,32,1,6,0,0
32,1,320186,,32,1,6,0,0
32,0,320187,,32,1,6,0,0
32,1,320188,,32,1,6,2,0
32,1,320189,,32,1,6,0,0
32,0,320189,,32,1,6,0,0
92,0,320190,2,6,1,6,0,0
32,1,320190,,32,1,6,1,0
32,2,320191,,32,1,6,0,0
32,0,320192,9,32,1,6,0,0
32,0,320192,,32,1,6,0,0
1,1,320192,8,48,1,6,0,1
32,1,320193,1,32,1,6,0,0
40,0,320193,8,6,1,6,0,0
32,1,320194,,6,1,6,0,0
49,2,320194,1,6,0,0,99,99
32,0,320195,,32,1,6,0,0
49,0,320196,2,49,1,6,0,0
32,1,320196,,32,1,6,0,1
32,1,320197,,32,1,6,0,0
32,0,320198,,32,1,6,0,1
32,1,320198,,32,1,6,0,0
32,1,320199,1,32,1,1,0,0
32,1,320200,,32,1,6,0,0
32,0,320201,2,32,1,6,0,0
22,1,320201,,22,1,6,0,0
32,1,320202,,32,1,6,0,0
6,1,320203,2,6,1,6,0,0
97,0,320203,8,95,1,6,99,99
32,1,320204,,41,1,6,0,0
32,0,320205,2,32,1,6,0,0
32,0,320205,,32,1,3,0,0
4,0,320206,8,13,1,6,98,2
49,3,320206,,6,1,3,1,0
49,0,320206,,49,1,6,0,0
41,0,320206,,41,1,1,0,4
32,0,320206,2,32,1,6,0,0
32,0,320206,,32,1,6,0,0
32,0,320206,,32,1,6,0,0
32,1,320207,,32,1,6,0,1
32,1,320208,,32,1,6,1,0
32,2,320209,,32,1,6,0,0
32,1,320210,2,32,1,6,1,0
32,1,320211,,6,1,6,99,99
32,1,320212,2,32,1,6,99,99
32,1,320213,,32,1,6,1,0
32,1,320214,2,32,1,6,0,0
6,1,320215,,9,1,6,98,0
32,0,320215,8,32,1,6,1,0
32,0,320215,8,32,1,6,1,1
32,1,320216,1,6,1,6,0,0
32,1,320217,,32,1,6,2,0
32,0,320217,,32,1,6,0,0
16,1,320218,,6,1,6,0,0
32,1,320219,,32,1,6,1,0
32,1,320220,2,32,1,2,0,0
32,1,320221,1,32,0,0,99,99
32,0,320222,,32,1,6,0,0
32,0,320223,1,32,1,4,1,1
49,2,320224,,49,1,6,0,0
6,3,320226,,6,1,6,0,1
32,1,320227,,32,1,6,0,0
32,1,320228,,32,1,1,0,0
8,0,320228,,8,1,6,0,0
99,0,320229,9,99,9,9,99,99
32,0,320230,2,32,1,6,0,0
32,1,320231,,6,1,6,2,0
6,0,320232,,32,1,6,0,0
32,1,320232,,32,1,6,0,0
99,1,320233,,99,9,9,99,99
55,0,320233,8,55,1,6,0,0
6,1,320234,,6,1,6,0,2
92,1,320235,,32,1,6,1,1
32,1,320236,2,96,1,6,99,99
32,0,320237,,32,1,6,0,0
32,1,320238,2,32,1,6,0,0
32,1,320239,,32,0,0,99,99
49,0,320240,,49,1,6,0,1
32,0,320241,1,99,9,9,99,99
32,1,320241,,32,1,6,0,1
32,1,320242,,32,1,6,0,0
32,0,320242,,32,1,6,0,0
32,0,320243,8,32,1,6,0,0
32,1,320243,,32,1,6,0,0
92,1,320244,,32,1,6,1,0
32,0,320244,,32,1,6,0,0
32,0,320245,2,32,1,6,0,0
92,1,320245,,32,1,6,0,0
32,1,320246,3,32,1,6,0,0
32,0,320247,,32,1,6,0,0
32,1,320247,,32,1,6,1,0
32,2,320248,,99,9,9,99,99
32,1,320249,,32,1,6,0,0
32,1,320250,,32,1,6,0,0
6,1,320251,,6,1,6,0,1
32,1,320252,,32,1,6,0,0
40,0,320252,8,40,1,6,0,1
32,0,320252,,32,1,6,0,0
32,2,320253,,12,1,1,0,0
32,0,320253,9,32,1,6,2,0
32,1,320254,,32,1,6,0,0
32,1,320255,,32,1,6,0,0
99,0,320256,9,99,9,9,99,99
92,1,320257,,32,1,6,0,0
32,0,320257,7,32,1,6,0,0
32,0,320258,,32,1,6,0,0
32,0,320259,,32,1,6,0,0
32,1,320260,,32,1,1,0,0
32,1,320261,,32,2,6,0,0
6,1,320262,2,6,1,6,0,0
53,1,320263,,53,1,6,0,1
99,0,320264,9,99,9,9,99,99
32,1,320265,,32,1,6,0,0
32,1,320266,,32,9,9,99,99
12,2,320267,,32,1,6,0,0
16,1,320268,8,16,1,6,0,0
32,0,320269,,32,1,6,0,0
32,1,320270,9,32,1,6,0,1
32,1,320271,,32,1,6,0,0
32,0,320271,,32,1,6,0,0
32,1,320272,,32,1,6,0,0
32,0,320272,1,32,1,6,0,0
32,0,320273,,20,1,6,0,1
32,0,320274,,32,1,6,0,0
32,1,320275,,32,1,6,0,0
32,1,320276,1,99,9,9,99,99
32,1,320277,,32,1,6,0,0
32,1,320278,,32,1,6,0,0
32,0,320279,,20,1,1,0,0
32,0,320280,1,32,1,6,0,0
6,1,320281,,6,1,6,0,0
32,0,320282,,32,2,6,0,0
32,0,320282,,32,1,6,1,1
32,1,320283,1,32,1,6,0,0
32,1,320284,,32,1,6,0,0
32,1,320285,,32,1,6,0,0
32,1,320286,1,32,1,6,0,0
32,1,320287,,32,1,6,0,1
39,1,320287,2,39,1,6,0,0
16,0,320288,8,16,1,6,0,1
32,1,320288,,32,1,1,0,0
16,0,320288,8,41,1,6,0,0
27,0,320288,8,19,1,6,0,0
93,0,320288,8,41,1,6,0,1
32,1,320289,,32,1,6,0,0
32,0,320291,,32,1,6,1,0
32,0,320291,,32,1,6,0,0
32,1,320291,,32,1,6,0,0
6,1,320292,,6,1,6,0,0
6,0,320292,2,6,1,6,0,0
32,0,320292,8,32,1,6,0,0
32,0,320293,2,32,1,6,0,0
32,1,320294,,32,1,6,1,1
32,0,320294,2,32,1,6,0,0
32,1,320295,1,32,1,6,0,0
32,1,320296,,49,1,6,0,0
32,1,320297,2,32,1,6,1,0
32,0,320298,9,32,1,6,0,0
32,0,320299,,32,1,6,0,0
32,1,320299,,32,1,6,0,0
6,1,320300,2,6,1,6,0,0
8,0,320300,8,8,1,6,0,3
92,0,320301,,6,1,6,0,0
99,0,320302,9,99,9,9,99,99
32,1,320303,1,32,1,6,1,1
38,1,320304,8,49,1,6,0,0
32,1,320305,1,32,1,6,0,0
32,0,320305,8,32,1,6,0,0
32,2,320306,,32,1,6,0,2
6,2,320307,,6,1,6,1,1
49,0,320308,,49,1,6,0,0
49,1,320308,,49,1,6,0,0
32,0,320309,,32,1,6,0,0
32,1,320309,,32,1,6,0,0
32,0,320310,1,32,1,6,0,0
32,1,320311,,32,1,6,0,0
32,1,320312,,32,1,6,0,0
32,1,320313,,32,1,6,1,0
6,0,320313,,32,0,0,0,0
6,0,320313,,95,1,6,99,99
32,1,320314,,32,1,6,0,0
97,0,320314,6,95,1,6,99,99
32,1,320315,2,32,1,6,0,0
16,1,320316,2,16,1,6,0,0
32,1,320317,,32,1,6,0,0
99,0,320318,9,99,9,9,99,99
32,1,320319,,32,1,6,0,0
32,0,320319,3,32,1,6,0,0
32,0,320319,8,32,1,6,0,0
32,2,320320,8,32,1,6,1,0
32,0,320320,,32,1,6,0,0
32,0,320320,2,32,1,6,1,0
32,0,320320,,32,1,6,0,0
32,0,320320,,32,1,6,2,1
32,0,320320,1,32,1,6,0,0
32,0,320320,,32,1,6,0,0
32,0,320321,,32,2,6,0,0
32,1,320321,,32,0,0,0,0
92,1,320322,9,32,9,9,99,99
32,0,320322,8,32,1,6,1,0
32,1,320323,,32,1,6,0,0
32,1,320324,,32,1,6,0,1
32,0,320325,,32,0,0,99,99
6,2,320325,,46,1,6,0,0
32,0,320326,,39,1,6,0,0
32,1,320326,,32,1,6,1,0
32,0,320326,,32,1,6,0,0
41,1,320327,,32,1,6,0,0
32,0,320327,,32,1,6,1,0
32,1,320328,,32,1,6,1,2
32,0,320328,,32,1,6,0,0
32,1,320329,,32,1,6,0,0
6,0,320329,2,6,1,6,0,0
32,1,320330,,32,1,6,0,0
16,0,320330,8,16,1,6,1,0
6,1,320331,,6,1,6,0,0
49,0,320331,,49,1,6,0,0
32,1,320332,2,32,1,6,0,0
32,0,320332,2,32,1,6,0,0
32,1,320333,,32,1,6,0,0
32,1,320334,,32,1,6,0,0
32,0,320334,,6,1,6,0,0
32,1,320335,,32,1,6,0,0
32,1,320336,1,32,1,6,0,0
32,1,320337,1,32,1,2,0,1
6,0,320338,,32,1,6,0,0
32,0,320339,2,6,1,3,0,3
32,1,320339,,32,1,6,0,0
32,1,320340,2,32,1,6,0,0
32,1,320341,,32,1,6,0,0
32,0,320341,,32,1,6,0,0
32,0,320342,8,32,1,6,2,1
32,0,320343,,32,1,6,0,0
32,1,320344,,32,1,6,0,0
99,0,320345,9,99,9,9,99,99
32,1,320346,,32,1,6,0,0
99,0,320347,9,99,9,9,99,99
16,1,320348,1,16,1,6,0,0
32,1,320349,,32,1,6,0,0
16,1,320350,,53,1,6,0,0
32,1,320351,,32,1,6,0,0
32,1,320352,,32,1,6,99,99
32,1,320353,,32,1,6,0,0
32,1,320354,2,8,1,6,0,0
32,0,320354,,32,1,6,1,0
32,0,320354,,32,1,6,2,0
32,1,320355,1,32,1,6,0,0
32,0,320355,,32,1,6,0,0
6,1,320356,,32,0,0,99,99
32,0,320356,,32,1,6,0,0
32,1,320357,,32,1,6,1,0
32,0,320357,,32,1,6,0,0
4,0,320358,3,32,1,6,1,0
32,1,320358,,32,1,4,0,1
92,1,320359,9,32,1,4,1,0
32,0,320359,2,32,1,6,0,0
92,1,320360,9,42,1,2,1,0
32,1,320361,,32,1,6,0,0
32,0,320361,,32,1,6,0,0
32,1,320362,,32,1,6,3,3
32,0,320362,2,32,1,6,2,0
32,0,320363,,32,1,6,0,0
32,1,320363,,32,1,6,0,0
32,1,320364,,32,1,6,0,0
32,0,320365,2,32,1,6,0,0
32,0,320365,1,32,1,6,0,1
32,1,320365,,32,1,6,0,0
32,0,320366,2,32,1,6,0,0
6,1,320366,2,6,1,6,0,0
32,1,320367,,32,1,6,0,0
99,0,320368,9,99,9,9,99,99
99,0,320369,9,99,9,9,99,99
99,0,320370,9,99,9,9,99,99
99,0,320371,9,99,9,9,99,99
32,0,320371,,32,1,6,1,0
8,0,320371,,53,1,6,0,0
32,1,320371,,32,1,1,0,1
32,0,320371,9,32,1,6,1,0
32,0,320372,2,32,1,1,0,1
40,1,320372,2,32,1,6,0,0
6,1,320373,,6,1,6,0,0
32,0,320373,1,32,1,6,0,0
32,0,320374,8,32,1,6,0,0
32,1,320375,1,32,1,6,0,1
32,0,320375,,32,1,6,0,0
39,0,320376,2,39,1,6,1,0
99,0,320376,9,99,9,9,99,99
32,2,320377,,32,1,6,0,0
32,0,320377,,32,1,6,0,0
32,0,320377,,32,1,6,0,0
32,0,320378,1,32,1,6,0,0
32,1,320378,1,6,1,6,0,0
32,1,320379,,32,1,6,0,0
32,0,320379,,32,1,6,0,0
32,1,320380,,6,1,6,0,0
32,0,320380,,32,1,6,0,0
32,0,320381,1,32,1,6,1,0
32,1,320381,,32,1,6,0,0
32,0,320382,,32,1,6,2,0
32,1,320382,,32,1,6,0,0
92,0,320383,,32,0,0,99,99
32,1,320383,,32,1,6,0,0
32,0,320384,1,32,1,6,0,0
32,1,320384,,32,1,6,0,0
32,0,320384,2,32,1,6,0,0
32,1,320385,,32,0,0,0,0
32,1,320386,,32,0,0,99,99
50,0,320387,2,50,1,6,0,0
32,1,320387,,32,1,6,0,0
32,0,320387,,32,1,6,0,0
92,2,320388,1,32,1,2,0,0
32,0,320389,1,32,1,6,0,0
32,1,320389,,32,1,6,2,1
6,0,320390,8,6,1,6,0,2
32,3,320390,,6,1,6,0,0
32,1,320390,,32,1,6,0,0
32,0,320390,,32,1,6,0,0
32,0,320390,,32,1,6,0,0
32,0,320390,,32,1,6,0,0
18,0,320390,8,32,1,6,0,0
32,0,320390,,32,1,6,0,0
32,0,320390,,39,1,6,0,0
6,0,320390,,53,1,6,0,0
48,0,320390,,48,1,6,0,0
32,0,320390,,32,1,6,0,0
6,0,320390,,32,1,6,1,0
33,1,330001,2,33,1,6,0,1
50,1,330002,,50,1,6,0,0
33,0,330002,9,33,1,6,0,0
33,1,330003,,33,1,6,0,0
33,1,330004,9,33,1,6,0,0
33,1,330005,,33,1,6,0,2
25,1,330006,1,25,1,6,0,0
33,1,330007,,33,1,6,0,0
33,0,330007,1,33,1,6,0,0
33,1,330008,,33,1,6,0,0
33,0,330008,,33,1,6,0,0
33,0,330009,,33,1,6,0,4
33,1,330009,,33,1,6,2,0
33,1,330010,,33,1,6,0,0
33,0,330010,,33,1,6,0,0
50,1,330011,1,50,1,6,0,0
33,0,330012,1,33,1,6,0,1
33,2,330012,,33,1,6,0,0
33,0,330013,,33,1,6,0,0
33,0,330013,,33,1,6,0,0
33,1,330013,1,33,1,6,0,0
33,1,330014,,33,1,6,0,0
33,0,330015,,33,1,6,0,0
33,1,330016,,33,1,6,1,0
33,1,330018,,33,1,6,0,0
23,0,330018,,23,1,6,0,0
33,1,330019,,33,1,6,0,0
33,0,330020,1,33,1,6,0,2
33,1,330020,,33,1,6,0,0
33,0,330020,,33,1,6,0,3
33,1,330021,2,33,1,6,0,0
33,0,330021,,33,1,6,0,0
33,1,330022,,33,1,6,1,0
33,1,330023,,33,1,6,0,0
33,0,330023,1,33,1,6,1,0
33,1,330024,,33,1,6,0,0
33,0,330024,8,33,1,6,0,0
33,1,330025,,33,1,6,0,0
33,1,330026,1,33,1,6,1,0
33,1,330027,,33,1,6,0,0
33,1,330028,,33,1,6,0,0
33,0,330028,2,33,1,6,0,0
33,1,330029,,33,1,1,3,2
25,2,330030,,25,1,1,0,2
33,1,330031,,33,1,6,0,1
33,0,330031,8,33,1,6,2,0
9,1,330032,,9,1,6,98,0
9,0,330032,,9,1,6,98,0
9,0,330032,,9,1,6,98,0
9,1,330032,,9,1,6,98,0
25,1,330032,,25,1,6,0,0
25,0,330032,,25,1,6,0,0
23,0,330032,1,23,1,6,0,0
33,0,330033,9,33,1,6,0,0
18,2,330033,9,18,1,6,0,0
18,1,330033,9,18,1,6,0,0
25,0,330034,1,25,1,6,0,0
33,1,330034,,33,1,6,0,0
33,0,330034,,33,1,6,0,0
97,1,330035,,97,1,6,99,99
33,0,330036,,33,1,6,0,2
33,1,330036,,12,1,6,0,0
33,1,330037,,33,1,6,0,0
25,0,330037,,25,1,6,0,0
25,0,330037,,25,1,6,0,0
25,0,330037,,25,1,6,0,0
33,0,330037,,33,1,6,0,0
33,0,330037,,33,1,6,0,0
9,1,330038,,9,1,6,98,0
34,1,330039,,34,1,6,0,0
9,0,330039,,9,1,6,98,0
36,0,330039,,36,1,6,0,0
33,0,330040,,33,1,6,0,1
25,1,330041,,12,1,6,0,0
33,2,330042,,33,2,6,0,0
33,1,330043,,33,1,6,2,0
33,1,330044,,33,1,6,1,0
33,0,330045,2,33,1,6,0,0
33,1,330046,,33,1,6,0,0
33,0,330047,,33,1,6,2,0
33,1,330047,,33,1,6,0,0
50,0,330048,,50,1,6,0,0
33,1,330048,,33,1,6,0,0
33,1,330049,,33,1,6,0,0
33,0,330049,,33,1,6,0,0
33,1,330050,,33,1,6,0,0
33,1,330051,1,33,1,6,0,0
25,1,330052,,25,1,6,0,0
33,0,330052,8,33,1,6,1,0
33,1,330053,,33,1,6,0,0
33,1,330053,,33,1,6,0,1
33,1,330054,,33,1,6,0,0
33,0,330055,1,33,1,6,0,0
33,1,330055,,33,1,6,0,0
25,0,330055,,25,1,6,0,0
33,1,330056,,33,2,6,0,1
33,0,330056,,33,1,6,1,0
33,1,330057,,33,1,6,0,0
33,1,330058,,33,1,6,0,0
33,0,330058,,33,1,6,0,0
33,0,330059,2,33,1,6,0,1
33,1,330060,,33,1,6,0,0
33,0,330061,,33,2,6,0,0
33,0,330061,,33,1,6,0,0
33,1,330061,1,33,1,6,0,0
33,1,330062,,33,1,6,0,0
33,1,330063,,33,1,6,0,0
33,0,330063,2,33,1,6,0,0
9,1,330064,,9,1,6,98,0
33,1,330065,,33,1,6,0,1
33,0,330065,,33,1,6,0,1
33,0,330065,9,33,1,6,0,0
33,1,330068,9,33,1,2,0,2
33,0,330070,1,33,1,6,0,0
33,2,330070,,33,1,6,1,0
33,1,330071,,33,1,1,0,2
33,0,330072,2,33,1,6,1,9
50,2,330072,,50,1,6,0,0
33,1,330073,2,33,1,6,1,0
33,1,330074,,33,1,6,0,0
33,0,330075,,33,1,6,1,0
33,1,330075,,33,1,6,1,0
33,1,330076,,33,1,6,0,0
33,1,330077,,33,1,6,0,1
33,0,330078,,33,1,6,0,0
33,1,330078,,33,1,6,0,0
33,1,330079,2,33,1,6,0,0
33,1,330080,,33,1,6,0,0
33,0,330081,,33,2,6,0,0
25,1,330082,,25,1,6,0,0
33,1,330083,,33,2,6,0,0
33,0,330084,,33,1,6,0,0
33,1,330085,,33,1,6,0,0
33,1,330086,1,33,1,6,0,0
33,1,330087,,33,1,6,0,0
33,1,330088,,33,1,6,0,0
33,1,330089,,33,1,2,0,0
33,0,330089,,33,1,6,0,0
33,0,330090,,33,1,6,0,0
33,1,330090,,33,1,6,0,0
33,0,330090,,33,1,6,1,0
25,1,330091,,25,1,6,0,0
33,0,330091,1,33,1,6,1,3
33,0,330092,,33,1,6,2,1
33,1,330092,,33,1,6,0,0
23,1,330093,,23,1,6,0,0
33,0,330093,7,33,1,6,0,0
23,1,330094,1,23,1,6,0,0
33,1,330095,,54,1,6,0,0
33,1,330096,,27,1,6,1,0
33,0,330097,,33,2,6,0,0
33,1,330098,,33,1,6,0,0
33,1,330099,1,33,1,6,0,0
25,1,330100,,33,1,6,0,0
25,0,330100,8,25,1,6,0,0
33,0,330101,8,33,1,6,1,0
33,1,330101,1,33,1,6,0,0
25,1,330102,2,25,1,6,0,0
33,1,330103,,33,1,6,0,2
33,1,330104,,33,1,6,1,0
33,1,330105,,33,1,6,1,1
33,1,330106,2,33,1,6,0,0
33,1,330107,,33,1,6,2,0
33,0,330108,,33,1,6,0,0
33,1,330108,,33,1,6,0,0
50,1,330109,,33,1,6,1,0
33,0,330109,8,33,1,6,1,0
33,1,330110,1,33,1,6,0,0
33,1,330111,,33,1,6,0,1
33,2,330112,,33,1,6,0,0
33,1,330113,1,33,1,6,0,0
33,1,330114,,33,1,6,1,0
33,1,330115,,33,1,6,0,0
33,1,330116,,33,1,6,0,0
25,1,330117,,25,1,6,0,0
33,0,330118,2,33,1,6,0,0
33,1,330119,,33,1,6,0,0
33,0,330119,,33,1,6,0,0
33,1,330120,9,33,1,6,0,0
34,0,340001,,34,1,6,0,0
34,1,340002,,34,1,6,1,0
34,0,340003,9,34,1,6,0,1
34,0,340003,1,,,,,
34,0,340003,,,,,,
34,0,340004,1,,,,,
34,0,340005,,34,1,6,1,0
34,0,340006,9,34,1,6,0,0
34,2,340007,,34,1,6,0,1
42,2,340008,,34,0,0,0,0
34,0,340009,,34,1,6,0,0
34,0,340010,,34,1,6,2,0
34,1,340011,,34,1,6,2,3
34,0,340011,,34,1,6,0,0
